501,3,2016-05-04,4,4,24,11,-11.454545454545455,49,NULL,-7.142857142857143,15,NULL
1404,4,2016-05-04,4,1,22,12.5,NULL,63,NULL,NULL,NULL,NULL
1489,4,2016-05-04,4,2,23.5,13,NULL,60,NULL,NULL,NULL,NULL
1539,4,2016-05-04,4,3,19.5,8.5,NULL,61,NULL,NULL,NULL,NULL
1589,4,2016-05-04,4,4,23,11,NULL,49,NULL,NULL,NULL,NULL
477,2,2016-05-04,5,1,23,11,-9.222222222222221,NULL,NULL,-8,NULL,NULL
487,2,2016-05-04,5,2,22,13,-6.111111111111111,NULL,NULL,-7.166666666666667,NULL,NULL
497,2,2016-05-04,5,3,19,10,-11.666666666666666,NULL,NULL,-8.333333333333334,NULL,NULL
507,2,2016-05-04,5,4,22,12,-8.666666666666666,NULL,NULL,-7.833333333333333,NULL,NULL
472,3,2016-05-04,5,1,24,16,-7.288888888888888,60,NULL,-3.4666666666666663,3.933333333333333,NULL
482,3,2016-05-04,5,2,22,14,-4.555555555555555,66,NULL,-4.5,-2.066666666666667,NULL
492,3,2016-05-04,5,3,21,10,-12.88888888888889,68,NULL,-6,32.86666666666667,NULL
502,3,2016-05-04,5,4,23,11,-11.666666666666666,53,NULL,-7.5,14.6,NULL
1405,4,2016-05-04,5,1,23.5,13.5,NULL,60,NULL,NULL,NULL,NULL
1490,4,2016-05-04,5,2,22,13.5,NULL,66,NULL,NULL,NULL,NULL
1540,4,2016-05-04,5,3,20,10,NULL,68,NULL,NULL,NULL,NULL
1590,4,2016-05-04,5,4,22.5,11.5,NULL,53,NULL,NULL,NULL,NULL
523,2,2016-05-05,1,1,22,11,-9.333333333333334,NULL,NULL,-7.5,NULL,NULL
533,2,2016-05-05,1,2,23,11,-10,NULL,NULL,-11,NULL,NULL
543,2,2016-05-05,1,3,17,9,-9.444444444444445,NULL,NULL,-7,NULL,NULL
553,2,2016-05-05,1,4,22,9,-11.88888888888889,NULL,NULL,-11.5,NULL,NULL
518,3,2016-05-05,1,1,23,12,-10.555555555555557,53,NULL,-8.3,12.363636363636363,NULL
528,3,2016-05-05,1,2,24,13,-9,53,NULL,-7.5,15.545454545454545,NULL
538,3,2016-05-05,1,3,18,7,-12.666666666666666,56,NULL,-8,18.545454545454547,NULL
548,3,2016-05-05,1,4,24,10,-12.333333333333334,47,NULL,-10,17.90909090909091,NULL
1406,4,2016-05-05,1,1,22.5,11.5,NULL,53,NULL,NULL,NULL,NULL
1491,4,2016-05-05,1,2,23.5,12,NULL,53,NULL,NULL,NULL,NULL
1541,4,2016-05-05,1,3,17.5,8,NULL,56,NULL,NULL,NULL,NULL
1591,4,2016-05-05,1,4,23,9.5,NULL,47,NULL,NULL,NULL,NULL
524,2,2016-05-05,2,1,22,10,-11.545454545454545,NULL,NULL,-9,NULL,NULL
534,2,2016-05-05,2,2,23,12,-8.363636363636363,NULL,NULL,-8.857142857142858,NULL,NULL
544,2,2016-05-05,2,3,18,8,-12.909090909090908,NULL,NULL,-8.428571428571429,NULL,NULL
554,2,2016-05-05,2,4,22,10,-13.181818181818182,NULL,NULL,-9.714285714285714,NULL,NULL
519,3,2016-05-05,2,1,22,13,-10.090909090909092,58,NULL,-6.357142857142857,7.222222222222222,NULL
529,3,2016-05-05,2,2,24,13,-8.181818181818182,50,NULL,-5.428571428571429,4.333333333333333,NULL
539,3,2016-05-05,2,3,20,8,-13.181818181818182,58,NULL,-6.428571428571429,18.333333333333332,NULL
549,3,2016-05-05,2,4,24,11,-12.909090909090908,45,NULL,-7.571428571428571,16,NULL
1407,4,2016-05-05,2,1,22,11.5,NULL,58,NULL,NULL,NULL,NULL
1492,4,2016-05-05,2,2,23.5,12.5,NULL,50,NULL,NULL,NULL,NULL
1542,4,2016-05-05,2,3,19,8,NULL,58,NULL,NULL,NULL,NULL
1592,4,2016-05-05,2,4,23,10.5,NULL,45,NULL,NULL,NULL,NULL
525,2,2016-05-05,3,1,23,11,-9,NULL,NULL,-7.142857142857143,NULL,NULL
535,2,2016-05-05,3,2,24,12,-9.818181818181818,NULL,NULL,-8.833333333333334,NULL,NULL
545,2,2016-05-05,3,3,20,8,-12.363636363636363,NULL,NULL,-9.714285714285714,NULL,NULL
555,2,2016-05-05,3,4,23,11,-9.636363636363637,NULL,NULL,-8.714285714285714,NULL,NULL
520,3,2016-05-05,3,1,24,14,-8.436363636363637,59,NULL,-4.328571428571428,0.3333333333333333,NULL
530,3,2016-05-05,3,2,26,15,-6.909090909090909,50,NULL,-2.2857142857142856,1.7222222222222223,NULL
540,3,2016-05-05,3,3,21,9,-12.818181818181818,54,NULL,-5.714285714285714,13.777777777777779,NULL
550,3,2016-05-05,3,4,24,11,-11.454545454545455,46,NULL,-7.142857142857143,12,NULL
1408,4,2016-05-05,3,1,23.5,12.5,NULL,59,NULL,NULL,NULL,NULL
1493,4,2016-05-05,3,2,25,13.5,NULL,50,NULL,NULL,NULL,NULL
1543,4,2016-05-05,3,3,20.5,8.5,NULL,54,NULL,NULL,NULL,NULL
1593,4,2016-05-05,3,4,23.5,11,NULL,46,NULL,NULL,NULL,NULL
526,2,2016-05-05,4,1,23,10,-10.222222222222221,NULL,NULL,-9,NULL,NULL
536,2,2016-05-05,4,2,21,15,-4.111111111111111,NULL,NULL,-5.166666666666667,NULL,NULL
546,2,2016-05-05,4,3,20,10,-11.666666666666666,NULL,NULL,-8.333333333333334,NULL,NULL
556,2,2016-05-05,4,4,22,11,-9.666666666666666,NULL,NULL,-8.833333333333334,NULL,NULL
521,3,2016-05-05,4,1,24,15,-8.288888888888888,55,NULL,-4.466666666666666,-1.0666666666666667,NULL
531,3,2016-05-05,4,2,22,15,-3.5555555555555554,60,NULL,-3.5,-8.066666666666666,NULL
541,3,2016-05-05,4,3,21,10,-12.88888888888889,63,NULL,-6,27.866666666666667,NULL
551,3,2016-05-05,4,4,23,12,-10.666666666666666,50,NULL,-6.5,11.6,NULL
1409,4,2016-05-05,4,1,23.5,12.5,NULL,55,NULL,NULL,NULL,NULL
1494,4,2016-05-05,4,2,21.5,15,NULL,60,NULL,NULL,NULL,NULL
1544,4,2016-05-05,4,3,20.5,10,NULL,63,NULL,NULL,NULL,NULL
1594,4,2016-05-05,4,4,22.5,11.5,NULL,50,NULL,NULL,NULL,NULL
527,2,2016-05-05,5,1,24,12,-11.75,NULL,NULL,-8.666666666666666,NULL,NULL
537,2,2016-05-05,5,2,21,14,-2.25,NULL,NULL,-2,NULL,NULL
547,2,2016-05-05,5,3,20,11,-11,NULL,NULL,-6.666666666666667,NULL,NULL
557,2,2016-05-05,5,4,23,12,-9.625,NULL,NULL,-8.333333333333334,NULL,NULL
522,3,2016-05-05,5,1,25,16,-9.6375,54,NULL,-4.400000000000001,3.1818181818181817,NULL
532,3,2016-05-05,5,2,22,14,-2.125,71,NULL,-1.3333333333333333,-21.90909090909091,NULL
542,3,2016-05-05,5,3,21,11,-11.625,63,NULL,-2.6666666666666665,19.363636363636363,NULL
552,3,2016-05-05,5,4,24,12,-10.375,52,NULL,-6.333333333333333,14.090909090909092,NULL
1410,4,2016-05-05,5,1,24.5,14,NULL,54,NULL,NULL,NULL,NULL
1495,4,2016-05-05,5,2,21.5,14,NULL,71,NULL,NULL,NULL,NULL
1545,4,2016-05-05,5,3,20.5,11,NULL,63,NULL,NULL,NULL,NULL
1595,4,2016-05-05,5,4,23.5,12,NULL,52,NULL,NULL,NULL,NULL
591,2,2016-05-06,1,1,23,13,-8.545454545454545,NULL,NULL,-6,NULL,NULL
601,2,2016-05-06,1,2,23,14,-6.363636363636363,NULL,NULL,-6.857142857142857,NULL,NULL
611,2,2016-05-06,1,3,19,9,-11.909090909090908,NULL,NULL,-7.428571428571429,NULL,NULL
621,2,2016-05-06,1,4,22,11,-12.181818181818182,NULL,NULL,-8.714285714285714,NULL,NULL
